number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,material
1,15.999,15.999,15.998999999999999,15.999,0.0,0.0,0.0,0.0,0.0,0.0,1313.9,1313.9,1313.8999999999996,1313.9,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.00000000000001,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42897,1.42897,1.42897,1.42897,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.00000000000003,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.22200000000000003,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.02658,0.02658,0.026579999999999996,0.02658,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,O2-
1,15.999,15.999,15.998999999999999,15.999,0.0,0.0,0.0,0.0,0.0,0.0,1313.9,1313.9,1313.8999999999996,1313.9,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.00000000000001,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42897,1.42897,1.42897,1.42897,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.00000000000003,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.22200000000000003,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.02658,0.02658,0.026579999999999996,0.02658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,O1-
1,15.999,15.999,15.998999999999999,15.999,0.0,0.0,0.0,0.0,0.0,0.0,1313.9,1313.9,1313.8999999999996,1313.9,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.00000000000001,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42897,1.42897,1.42897,1.42897,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.00000000000003,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.22200000000000003,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.02658,0.02658,0.026579999999999996,0.02658,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,O0.5-
1,15.999,15.999,15.998999999999999,15.999,0.0,0.0,0.0,0.0,0.0,0.0,1313.9,1313.9,1313.8999999999996,1313.9,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.00000000000001,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42897,1.42897,1.42897,1.42897,0.0,0.0,0.0,0.0,0.0,0.0,141.0,141.0,141.00000000000003,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.22200000000000003,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.02658,0.02658,0.026579999999999996,0.02658,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,O0.333-
1,18.998,18.998,18.998000000000005,18.998,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,1681.0,1681.0000000000005,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.00000000000001,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.696,1.696,1.696,1.696,0.0,0.0,0.0,0.0,0.0,0.0,328.0,328.0,328.0000000000001,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0277,0.027700000000000002,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,F1-
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Si4-
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Si3-
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Si2-
1,28.085,28.085,28.085000000000008,28.085,0.0,0.0,0.0,0.0,0.0,0.0,786.5,786.5,786.4999999999998,786.5,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,110.99999999999997,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,2330.0,2329.9999999999995,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,134.068,134.068,134.06799999999998,134.068,0.0,0.0,0.0,0.0,0.0,0.0,50.2,50.2,50.199999999999996,50.2,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,149.99999999999997,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Si1-
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,P3-
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,P2-
1,30.973,30.973,30.973000000000003,30.973,0.0,0.0,0.0,0.0,0.0,0.0,1011.8,1011.8,1011.7999999999996,1011.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.00000000000004,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,1822.9999999999998,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,P1-
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,S2-
1,32.06,32.06,32.06,32.06,0.0,0.0,0.0,0.0,0.0,0.0,999.6,999.6,999.5999999999998,999.6,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,1960.0,1959.9999999999995,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,199.99999999999991,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,1.73,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.205,0.20499999999999996,0.205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,S1-
1,35.45,35.45,35.45,35.45,0.0,0.0,0.0,0.0,0.0,0.0,1251.2,1251.2,1251.2000000000003,1251.2,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.214,3.214,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,348.99999999999994,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0089,0.008899999999999998,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cl1-
1,58.933,58.933,58.932999999999986,58.933,0.0,0.0,0.0,0.0,0.0,0.0,760.4,760.4,760.3999999999996,760.4,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8900.0,8900.000000000002,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,63.898,63.898,63.89799999999999,63.898,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.199999999999996,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Co1-
1,72.63,72.63,72.62999999999997,72.63,0.0,0.0,0.0,0.0,0.0,0.0,762.0,762.0,762.0000000000002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.00000000000004,125.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.000000000004,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.00000000000003,119.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.799999999999997,31.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,59.999999999999986,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ge4-
1,74.921,74.921,74.92100000000003,74.921,0.0,0.0,0.0,0.0,0.0,0.0,947.0,947.0,947.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.00000000000003,114.0,0.0,0.0,0.0,0.0,0.0,0.0,5727.0,5727.0,5726.999999999998,5727.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,77.6,77.60000000000001,77.6,0.0,0.0,0.0,0.0,0.0,0.0,27.7,27.7,27.699999999999996,27.7,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,49.99999999999999,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,As3-
1,78.971,78.971,78.97099999999999,78.971,0.0,0.0,0.0,0.0,0.0,0.0,941.0,941.0,940.9999999999997,941.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,103.00000000000001,103.0,0.0,0.0,0.0,0.0,0.0,0.0,4819.0,4819.0,4819.000000000001,4819.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,5.4,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Se2-
1,79.904,79.904,79.90400000000001,79.904,0.0,0.0,0.0,0.0,0.0,0.0,1139.9,1139.9,1139.8999999999999,1139.9,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,3120.0,3120.000000000001,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,324.6,324.6,324.5999999999999,324.6,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12000000000000001,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Br1-
1,92.906,92.906,92.90599999999998,92.906,0.0,0.0,0.0,0.0,0.0,0.0,652.1,652.1,652.1000000000001,652.1,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,8570.0,8570.0,8570.000000000004,8570.0,0.0,0.0,0.0,0.0,0.0,0.0,88.516,88.516,88.51600000000005,88.516,0.0,0.0,0.0,0.0,0.0,0.0,26.8,26.8,26.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.00000000000001,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Nb1-
1,95.95,95.95,95.94999999999997,95.95,0.0,0.0,0.0,0.0,0.0,0.0,684.3,684.3,684.2999999999997,684.3,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,10280.0,10280.0,10280.000000000007,10280.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,71.9,71.9,71.9,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,138.99999999999997,139.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mo2-
1,95.95,95.95,95.94999999999997,95.95,0.0,0.0,0.0,0.0,0.0,0.0,684.3,684.3,684.2999999999997,684.3,0.0,0.0,0.0,0.0,0.0,0.0,190.0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,10280.0,10280.0,10280.000000000007,10280.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,71.9,71.9,71.9,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,138.99999999999997,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mo1-
1,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,702.0,701.9999999999998,702.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,183.0,183.00000000000009,183.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,11500.0,11499.999999999996,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.00000000000001,53.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tc3-
